time,x,y,phi,xvar,yvar,phivar,xycovar,xphicovar,yphicovar
1745816873.331228,-1109.7443159110844,-25161.870043582836,-2.983178420443,16387462059.87233,28526572.443340667,34.0600000000002,-678706124.4191709,712074.2716088627,-28746.76067747404
1745816873.4246542,-1113.0730677135289,-25319.667940921703,-3.097005760024576,16613037805.548637,28718336.51102626,34.1100000000002,-685630512.0218707,717448.8679922245,-28860.1379638653
1745816873.531989,-1116.4018195159733,-25477.46583826057,3.0723522075734344,16840310996.250444,28910855.942434143,34.160000000000196,-692590707.2828693,722831.3542704533,-28973.68168784668
1745816873.623859,-1119.7305713184178,-25635.263735599437,2.9585248679918372,17069284121.995392,29104131.845623173,34.21000000000019,-699586762.7291703,728221.7304435491,-29087.391849418185
1745816873.7237918,-1123.0593231208622,-25793.061632938305,2.8446975284102614,17299959672.801117,29298165.328652207,34.26000000000019,-706618730.8877772,733619.9965115117,-29201.26844857981
1745816873.8237717,-1126.3880749233067,-25950.859530277172,2.7308701888286855,17532340138.685265,29492957.4995801,34.31000000000019,-713686664.2856935,739026.1524743413,-29315.311485331556
1745816873.9290297,-1129.7168267257512,-26108.65742761604,2.6170428492471096,17766428009.665474,29688509.466465708,34.360000000000184,-720790615.4499227,744440.1983320379,-29429.520959673428
1745816874.0236874,-1133.0455785281956,-26266.455324954906,2.5032155096655337,18002225775.759384,29884822.33736789,34.41000000000018,-727930636.9074682,749862.1340846014,-29543.89687160542
1745816874.1284573,-1136.3731427676976,-26424.653780765453,2.602858629068333,18240341009.691742,30081826.77786732,34.46000000000018,-735117764.1513098,755305.7429490424,-29658.39835708668
1745816874.2241745,-1139.686999130994,-26584.456652469555,3.128313516049257,18482621066.783413,30278777.54956107,34.510000000000176,-742378484.8887049,760812.5499079657,-29772.59384736588
1745816874.3335564,-1142.9871762283146,-26745.868441409984,-3.05998941391503,18729128411.742527,30475668.06848471,34.56000000000017,-749713331.7208141,766382.8707443,-29886.482958994413
1745816874.4234662,-1146.2861552722752,-26908.487520999828,2.8880855946985697,18979299303.892258,30673238.956003558,34.61000000000017,-757120265.7449174,772002.986134925,-30000.495674753693
1745816874.5259867,-1149.5851343162358,-27071.106600589672,2.5529752961325975,19231299394.274265,30871562.638805613,34.66000000000017,-764564307.8786641,777631.2324795296,-30114.673339465167
1745816874.6235623,-1152.8848579414189,-27233.92708093635,2.1105346753010217,19485446830.169773,31070685.221151672,34.710000000000164,-772052183.1279913,783274.5903283455,-30229.041760314016
1745816874.7291048,-1156.1913328655064,-27397.553133792797,1.2387117302506958,19742704396.926495,31270972.834940683,34.76000000000016,-779607098.6975064,788954.0506229928,-30343.809504929093
1745816874.823471,-1159.5147359855473,-27562.18605310432,-0.16982386128400506,20003422149.06461,31473051.18179435,34.81000000000016,-787243719.6332906,794676.6908982614,-30459.330997381716
1745816874.931062,-1162.8426564224064,-27727.020327396312,-1.685689775084331,20266347859.861694,31676174.164677687,34.860000000000156,-794928177.365737,800414.5719863657,-30575.175907788784
1745816875.0234888,-1166.1754715926945,-27892.055941409984,2.9742687784511794,20531491153.85892,31880369.1977987,34.91000000000015,-802660978.2805738,806167.7134908823,-30691.35784462503
1745816875.1236706,-1169.5432861335576,-28058.29834253303,0.9210798666039572,20800494458.17548,32087495.755576245,34.96000000000015,-810497751.8367914,811971.2357140878,-30808.928250246558
1745816875.2234907,-1172.9546461589634,-28226.143511600414,-0.49221646711824363,21074050250.045288,32298108.290800937,35.01000000000015,-818458825.2303288,817839.1028246835,-30928.18939673475
1745816875.3308768,-1176.3772914893925,-28394.5894039344,-1.5853223711529445,21350566899.409878,32510235.861517694,35.060000000000144,-826487909.2123059,823736.3935152964,-31048.016209753074
1745816875.424491,-1179.7999368198216,-28563.035296268383,-2.6784282751876454,21629071716.260864,32723184.26732358,35.11000000000014,-834557390.6896992,829642.106500526,-31168.01415503792
1745816875.528147,-1183.22824029997,-28731.88170129768,2.72515210451974,21910236845.397087,32937308.74724308,35.16000000000014,-842684586.412041,835570.3037811046,-31288.381890225926
